event_sample_id,split_group_id,station_id,target_class,split
INCIDENT__253707-webtirf__10011,GROUP__10011__0036,10011,OTHER_DISRUPTION,train
INCIDENT__253737-webtirf__10011,GROUP__10011__0037,10011,OTHER_DISRUPTION,train
INCIDENT__254102-webtirf__10011,GROUP__10011__0038,10011,OTHER_DISRUPTION,validation
INCIDENT__254259-webtirf__10011,GROUP__10011__0039,10011,ACCIDENT,train
INCIDENT__254665-webtirf__10011,GROUP__10011__0040,10011,OTHER_DISRUPTION,train
INCIDENT__255476-webtirf__10011,GROUP__10011__0041,10011,OTHER_DISRUPTION,train
INCIDENT__256862-webtirf__10011,GROUP__10011__0042,10011,OTHER_DISRUPTION,train
INCIDENT__257275-webtirf__10011,GROUP__10011__0043,10011,OTHER_DISRUPTION,train
INCIDENT__257294-webtirf__10011,GROUP__10011__0043,10011,OTHER_DISRUPTION,train
INCIDENT__259126-webtirf__10011,GROUP__10011__0044,10011,OTHER_DISRUPTION,test
INCIDENT__260293-webtirf__10011,GROUP__10011__0045,10011,ACCIDENT,validation
INCIDENT__260541-webtirf__10011,GROUP__10011__0046,10011,OTHER_DISRUPTION,test
INCIDENT__219613-webtirf__22001,GROUP__22001__0001,22001,OTHER_DISRUPTION,train
INCIDENT__223658-webtirf__22001,GROUP__22001__0002,22001,OTHER_DISRUPTION,test
INCIDENT__224168-webtirf__22001,GROUP__22001__0003,22001,OTHER_DISRUPTION,train
INCIDENT__224638-webtirf__22001,GROUP__22001__0004,22001,OTHER_DISRUPTION,validation
INCIDENT__227659-webtirf__22001,GROUP__22001__0005,22001,OTHER_DISRUPTION,train
INCIDENT__230395-webtirf__22001,GROUP__22001__0006,22001,OTHER_DISRUPTION,validation
INCIDENT__231160.0-webtirf__22001,GROUP__22001__0007,22001,OTHER_DISRUPTION,train
INCIDENT__233764-webtirf__22001,GROUP__22001__0008,22001,ACCIDENT,test
INCIDENT__237222-webtirf__22001,GROUP__22001__0009,22001,OTHER_DISRUPTION,validation
INCIDENT__237265-webtirf__22001,GROUP__22001__0010,22001,OTHER_DISRUPTION,train
INCIDENT__241577-webtirf__22001,GROUP__22001__0011,22001,OTHER_DISRUPTION,train
INCIDENT__247753-webtirf__22001,GROUP__22001__0012,22001,ACCIDENT,train
INCIDENT__252087-webtirf__22001,GROUP__22001__0013,22001,OTHER_DISRUPTION,train
INCIDENT__256041-webtirf__22001,GROUP__22001__0014,22001,OTHER_DISRUPTION,validation
INCIDENT__256247-webtirf__22001,GROUP__22001__0015,22001,OTHER_DISRUPTION,train
INCIDENT__259859-webtirf__22001,GROUP__22001__0016,22001,ACCIDENT,train
INCIDENT__219670.0-webtirf__23067,GROUP__23067__0001,23067,OTHER_DISRUPTION,train
INCIDENT__219807-webtirf__23067,GROUP__23067__0002,23067,OTHER_DISRUPTION,train
INCIDENT__221498-webtirf__23067,GROUP__23067__0003,23067,OTHER_DISRUPTION,test
INCIDENT__221794-webtirf__23067,GROUP__23067__0004,23067,OTHER_DISRUPTION,train
INCIDENT__224696-webtirf__23067,GROUP__23067__0005,23067,OTHER_DISRUPTION,validation
INCIDENT__225822-webtirf__23067,GROUP__23067__0006,23067,OTHER_DISRUPTION,test
INCIDENT__226899-webtirf__23067,GROUP__23067__0007,23067,OTHER_DISRUPTION,train
INCIDENT__227483-webtirf__23067,GROUP__23067__0008,23067,ACCIDENT,train
INCIDENT__229038-webtirf__23067,GROUP__23067__0009,23067,OTHER_DISRUPTION,train
INCIDENT__230717-webtirf__23067,GROUP__23067__0010,23067,ACCIDENT,train
INCIDENT__230880.0-webtirf__23067,GROUP__23067__0011,23067,OTHER_DISRUPTION,train
INCIDENT__233085-webtirf__23067,GROUP__23067__0012,23067,ACCIDENT,train
INCIDENT__233129-webtirf__23067,GROUP__23067__0013,23067,OTHER_DISRUPTION,validation
INCIDENT__233783-webtirf__23067,GROUP__23067__0014,23067,OTHER_DISRUPTION,train
INCIDENT__234742-webtirf__23067,GROUP__23067__0015,23067,ACCIDENT,test
INCIDENT__234896-webtirf__23067,GROUP__23067__0016,23067,OTHER_DISRUPTION,train
INCIDENT__236411-webtirf__23067,GROUP__23067__0017,23067,OTHER_DISRUPTION,train
INCIDENT__236980.0-webtirf__23067,GROUP__23067__0018,23067,OTHER_DISRUPTION,test
INCIDENT__238176-webtirf__23067,GROUP__23067__0019,23067,OTHER_DISRUPTION,validation
INCIDENT__238514-webtirf__23067,GROUP__23067__0020,23067,OTHER_DISRUPTION,train
INCIDENT__238722-webtirf__23067,GROUP__23067__0021,23067,OTHER_DISRUPTION,validation
INCIDENT__239246-webtirf__23067,GROUP__23067__0022,23067,OTHER_DISRUPTION,train
INCIDENT__242093-webtirf__23067,GROUP__23067__0023,23067,OTHER_DISRUPTION,train
INCIDENT__243930.0-webtirf__23067,GROUP__23067__0024,23067,ACCIDENT,validation
INCIDENT__245294-webtirf__23067,GROUP__23067__0025,23067,OTHER_DISRUPTION,train
INCIDENT__247756-webtirf__23067,GROUP__23067__0026,23067,OTHER_DISRUPTION,test
INCIDENT__248179-webtirf__23067,GROUP__23067__0027,23067,OTHER_DISRUPTION,validation
INCIDENT__249280-webtirf__23067,GROUP__23067__0028,23067,OTHER_DISRUPTION,train
INCIDENT__249280.0-webtirf__23067,GROUP__23067__0028,23067,OTHER_DISRUPTION,train
INCIDENT__249431-webtirf__23067,GROUP__23067__0029,23067,OTHER_DISRUPTION,test
INCIDENT__249768-webtirf__23067,GROUP__23067__0030,23067,OTHER_DISRUPTION,train
INCIDENT__250156-webtirf__23067,GROUP__23067__0031,23067,OTHER_DISRUPTION,train
INCIDENT__250294-webtirf__23067,GROUP__23067__0032,23067,OTHER_DISRUPTION,validation
INCIDENT__250870-webtirf__23067,GROUP__23067__0033,23067,OTHER_DISRUPTION,test
INCIDENT__250870.0-webtirf__23067,GROUP__23067__0033,23067,OTHER_DISRUPTION,test
INCIDENT__252417-webtirf__23067,GROUP__23067__0034,23067,ACCIDENT,train
INCIDENT__252789-webtirf__23067,GROUP__23067__0035,23067,OTHER_DISRUPTION,train
INCIDENT__252964-webtirf__23067,GROUP__23067__0036,23067,OTHER_DISRUPTION,test
INCIDENT__253046-webtirf__23067,GROUP__23067__0037,23067,OTHER_DISRUPTION,train
INCIDENT__253920-webtirf__23067,GROUP__23067__0038,23067,OTHER_DISRUPTION,test
INCIDENT__253920.0-webtirf__23067,GROUP__23067__0038,23067,OTHER_DISRUPTION,test
INCIDENT__254213-webtirf__23067,GROUP__23067__0039,23067,OTHER_DISRUPTION,test
INCIDENT__254934-webtirf__23067,GROUP__23067__0040,23067,ACCIDENT,train
INCIDENT__256864-webtirf__23067,GROUP__23067__0041,23067,ACCIDENT,train
INCIDENT__258226-webtirf__23067,GROUP__23067__0042,23067,OTHER_DISRUPTION,train
INCIDENT__258422-webtirf__23067,GROUP__23067__0043,23067,OTHER_DISRUPTION,validation
INCIDENT__259086-webtirf__23067,GROUP__23067__0044,23067,OTHER_DISRUPTION,train
INCIDENT__260236-webtirf__23067,GROUP__23067__0045,23067,OTHER_DISRUPTION,test
INCIDENT__221414-webtirf__29005,GROUP__29005__0001,29005,OTHER_DISRUPTION,train
INCIDENT__224690.0-webtirf__29005,GROUP__29005__0002,29005,OTHER_DISRUPTION,train
INCIDENT__224798-webtirf__29005,GROUP__29005__0003,29005,ACCIDENT,train
INCIDENT__225084-webtirf__29005,GROUP__29005__0004,29005,OTHER_DISRUPTION,train
INCIDENT__225238-webtirf__29005,GROUP__29005__0005,29005,OTHER_DISRUPTION,train
INCIDENT__225340.0-webtirf__29005,GROUP__29005__0006,29005,OTHER_DISRUPTION,validation
INCIDENT__225352-webtirf__29005,GROUP__29005__0006,29005,OTHER_DISRUPTION,validation
INCIDENT__227838-webtirf__29005,GROUP__29005__0007,29005,OTHER_DISRUPTION,validation
INCIDENT__230611-webtirf__29005,GROUP__29005__0008,29005,ACCIDENT,train
INCIDENT__231002-webtirf__29005,GROUP__29005__0009,29005,OTHER_DISRUPTION,train
INCIDENT__232900.0-webtirf__29005,GROUP__29005__0010,29005,OTHER_DISRUPTION,train
INCIDENT__234738-webtirf__29005,GROUP__29005__0011,29005,ACCIDENT,validation
INCIDENT__236109-webtirf__29005,GROUP__29005__0012,29005,ACCIDENT,train
INCIDENT__237780.0-webtirf__29005,GROUP__29005__0013,29005,ACCIDENT,train
INCIDENT__238274-webtirf__29005,GROUP__29005__0014,29005,OTHER_DISRUPTION,train
INCIDENT__239339-webtirf__29005,GROUP__29005__0015,29005,ACCIDENT,train
INCIDENT__239890.0-webtirf__29005,GROUP__29005__0016,29005,ACCIDENT,train
INCIDENT__240721-webtirf__29005,GROUP__29005__0017,29005,OTHER_DISRUPTION,test
INCIDENT__241425-webtirf__29005,GROUP__29005__0018,29005,ACCIDENT,test
INCIDENT__245026-webtirf__29005,GROUP__29005__0019,29005,OTHER_DISRUPTION,validation
INCIDENT__245027-webtirf__29005,GROUP__29005__0019,29005,OTHER_DISRUPTION,validation
INCIDENT__246942-webtirf__29005,GROUP__29005__0020,29005,OTHER_DISRUPTION,train
INCIDENT__248306-webtirf__29005,GROUP__29005__0021,29005,OTHER_DISRUPTION,test
INCIDENT__252715-webtirf__29005,GROUP__29005__0022,29005,OTHER_DISRUPTION,validation
INCIDENT__253138-webtirf__29005,GROUP__29005__0023,29005,ACCIDENT,train
INCIDENT__254061-webtirf__29005,GROUP__29005__0024,29005,ACCIDENT,test
INCIDENT__256241-webtirf__29005,GROUP__29005__0025,29005,ACCIDENT,train
INCIDENT__256789-webtirf__29005,GROUP__29005__0026,29005,OTHER_DISRUPTION,train
INCIDENT__257676-webtirf__29005,GROUP__29005__0027,29005,ACCIDENT,train
INCIDENT__260006-webtirf__29005,GROUP__29005__0028,29005,ACCIDENT,train
INCIDENT__260385-webtirf__29005,GROUP__29005__0029,29005,ACCIDENT,train
INCIDENT__234504-webtirf__32029,GROUP__32029__0001,32029,OTHER_DISRUPTION,train
INCIDENT__236939-webtirf__32029,GROUP__32029__0002,32029,ACCIDENT,train
INCIDENT__239555-webtirf__32029,GROUP__32029__0003,32029,OTHER_DISRUPTION,train
INCIDENT__243440.0-webtirf__32029,GROUP__32029__0004,32029,OTHER_DISRUPTION,test
INCIDENT__248039-webtirf__32029,GROUP__32029__0005,32029,OTHER_DISRUPTION,train
INCIDENT__251420-webtirf__32029,GROUP__32029__0006,32029,ACCIDENT,test
INCIDENT__251420.0-webtirf__32029,GROUP__32029__0006,32029,ACCIDENT,test
INCIDENT__256790-webtirf__32029,GROUP__32029__0007,32029,ACCIDENT,train
INCIDENT__256790.0-webtirf__32029,GROUP__32029__0007,32029,ACCIDENT,train
INCIDENT__219564-webtirf__33014,GROUP__33014__0001,33014,OTHER_DISRUPTION,test
INCIDENT__219711-webtirf__33014,GROUP__33014__0002,33014,OTHER_DISRUPTION,test
INCIDENT__222011-webtirf__33014,GROUP__33014__0003,33014,OTHER_DISRUPTION,train
INCIDENT__222370.0-webtirf__33014,GROUP__33014__0004,33014,OTHER_DISRUPTION,train
INCIDENT__224709-webtirf__33014,GROUP__33014__0005,33014,OTHER_DISRUPTION,validation
INCIDENT__225230.0-webtirf__33014,GROUP__33014__0006,33014,ACCIDENT,train
INCIDENT__225805-webtirf__33014,GROUP__33014__0007,33014,ACCIDENT,validation
INCIDENT__225994-webtirf__33014,GROUP__33014__0008,33014,OTHER_DISRUPTION,train
INCIDENT__225995-webtirf__33014,GROUP__33014__0008,33014,OTHER_DISRUPTION,train
INCIDENT__226786-webtirf__33014,GROUP__33014__0009,33014,OTHER_DISRUPTION,test
INCIDENT__227142-webtirf__33014,GROUP__33014__0010,33014,OTHER_DISRUPTION,train
INCIDENT__227898-webtirf__33014,GROUP__33014__0011,33014,OTHER_DISRUPTION,train
INCIDENT__230116-webtirf__33014,GROUP__33014__0012,33014,OTHER_DISRUPTION,train
INCIDENT__230514-webtirf__33014,GROUP__33014__0013,33014,ACCIDENT,train
INCIDENT__231141-webtirf__33014,GROUP__33014__0014,33014,OTHER_DISRUPTION,validation
INCIDENT__231404-webtirf__33014,GROUP__33014__0015,33014,OTHER_DISRUPTION,train
INCIDENT__232274-webtirf__33014,GROUP__33014__0016,33014,ACCIDENT,train
INCIDENT__232703-webtirf__33014,GROUP__33014__0017,33014,OTHER_DISRUPTION,test
INCIDENT__232735-webtirf__33014,GROUP__33014__0018,33014,OTHER_DISRUPTION,test
INCIDENT__233532-webtirf__33014,GROUP__33014__0019,33014,ACCIDENT,train
INCIDENT__233889-webtirf__33014,GROUP__33014__0020,33014,OTHER_DISRUPTION,validation
INCIDENT__234689-webtirf__33014,GROUP__33014__0021,33014,OTHER_DISRUPTION,train
INCIDENT__236617-webtirf__33014,GROUP__33014__0022,33014,OTHER_DISRUPTION,train
INCIDENT__237166-webtirf__33014,GROUP__33014__0023,33014,ACCIDENT,validation
INCIDENT__237832-webtirf__33014,GROUP__33014__0024,33014,OTHER_DISRUPTION,test
INCIDENT__238022-webtirf__33014,GROUP__33014__0025,33014,OTHER_DISRUPTION,train
INCIDENT__239088-webtirf__33014,GROUP__33014__0026,33014,OTHER_DISRUPTION,train
INCIDENT__239596-webtirf__33014,GROUP__33014__0027,33014,OTHER_DISRUPTION,train
INCIDENT__239678-webtirf__33014,GROUP__33014__0028,33014,OTHER_DISRUPTION,test
INCIDENT__239814-webtirf__33014,GROUP__33014__0029,33014,ACCIDENT,validation
INCIDENT__240223-webtirf__33014,GROUP__33014__0030,33014,OTHER_DISRUPTION,train
INCIDENT__240263-webtirf__33014,GROUP__33014__0030,33014,OTHER_DISRUPTION,train
INCIDENT__241646-webtirf__33014,GROUP__33014__0031,33014,OTHER_DISRUPTION,train
INCIDENT__242152-webtirf__33014,GROUP__33014__0032,33014,OTHER_DISRUPTION,train
INCIDENT__243945-webtirf__33014,GROUP__33014__0033,33014,ACCIDENT,validation
INCIDENT__244417-webtirf__33014,GROUP__33014__0034,33014,OTHER_DISRUPTION,train
INCIDENT__244894-webtirf__33014,GROUP__33014__0035,33014,OTHER_DISRUPTION,train
INCIDENT__245764-webtirf__33014,GROUP__33014__0036,33014,OTHER_DISRUPTION,validation
INCIDENT__245782-webtirf__33014,GROUP__33014__0037,33014,OTHER_DISRUPTION,validation
INCIDENT__247418-webtirf__33014,GROUP__33014__0038,33014,OTHER_DISRUPTION,validation
INCIDENT__247799-webtirf__33014,GROUP__33014__0039,33014,OTHER_DISRUPTION,train
INCIDENT__249503-webtirf__33014,GROUP__33014__0040,33014,ACCIDENT,test
INCIDENT__249829-webtirf__33014,GROUP__33014__0041,33014,OTHER_DISRUPTION,train
INCIDENT__251315-webtirf__33014,GROUP__33014__0042,33014,OTHER_DISRUPTION,train
INCIDENT__252421-webtirf__33014,GROUP__33014__0043,33014,OTHER_DISRUPTION,validation
INCIDENT__254059-webtirf__33014,GROUP__33014__0044,33014,OTHER_DISRUPTION,train
INCIDENT__254358-webtirf__33014,GROUP__33014__0045,33014,OTHER_DISRUPTION,train
INCIDENT__254723-webtirf__33014,GROUP__33014__0046,33014,OTHER_DISRUPTION,train
INCIDENT__254987-webtirf__33014,GROUP__33014__0047,33014,OTHER_DISRUPTION,train
INCIDENT__255422-webtirf__33014,GROUP__33014__0048,33014,OTHER_DISRUPTION,test
INCIDENT__255580-webtirf__33014,GROUP__33014__0049,33014,OTHER_DISRUPTION,test
INCIDENT__255580.0-webtirf__33014,GROUP__33014__0049,33014,OTHER_DISRUPTION,test
INCIDENT__256152-webtirf__33014,GROUP__33014__0050,33014,ACCIDENT,train
INCIDENT__256796-webtirf__33014,GROUP__33014__0051,33014,OTHER_DISRUPTION,test
INCIDENT__257416-webtirf__33014,GROUP__33014__0052,33014,OTHER_DISRUPTION,test
INCIDENT__257570-webtirf__33014,GROUP__33014__0053,33014,OTHER_DISRUPTION,train
INCIDENT__257570.0-webtirf__33014,GROUP__33014__0053,33014,OTHER_DISRUPTION,train
INCIDENT__258760-webtirf__33014,GROUP__33014__0054,33014,OTHER_DISRUPTION,train
INCIDENT__258760.0-webtirf__33014,GROUP__33014__0054,33014,OTHER_DISRUPTION,train
INCIDENT__259397-webtirf__33014,GROUP__33014__0055,33014,ACCIDENT,validation
INCIDENT__259481-webtirf__33014,GROUP__33014__0056,33014,ACCIDENT,validation
INCIDENT__259840-webtirf__33014,GROUP__33014__0057,33014,OTHER_DISRUPTION,validation
INCIDENT__259840.0-webtirf__33014,GROUP__33014__0057,33014,OTHER_DISRUPTION,validation
INCIDENT__221530.0-webtirf__34016,GROUP__34016__0001,34016,OTHER_DISRUPTION,train
INCIDENT__223282-webtirf__34016,GROUP__34016__0002,34016,OTHER_DISRUPTION,train
INCIDENT__224121-webtirf__34016,GROUP__34016__0003,34016,OTHER_DISRUPTION,train
INCIDENT__225334-webtirf__34016,GROUP__34016__0004,34016,OTHER_DISRUPTION,train
INCIDENT__225989-webtirf__34016,GROUP__34016__0005,34016,OTHER_DISRUPTION,validation
INCIDENT__229843-webtirf__34016,GROUP__34016__0006,34016,ACCIDENT,validation
INCIDENT__246177-webtirf__34016,GROUP__34016__0007,34016,OTHER_DISRUPTION,train
INCIDENT__251341-webtirf__34016,GROUP__34016__0008,34016,OTHER_DISRUPTION,train
INCIDENT__251496-webtirf__34016,GROUP__34016__0009,34016,OTHER_DISRUPTION,train
INCIDENT__253289-webtirf__34016,GROUP__34016__0010,34016,OTHER_DISRUPTION,train
INCIDENT__253646-webtirf__34016,GROUP__34016__0011,34016,OTHER_DISRUPTION,train
INCIDENT__253762-webtirf__34016,GROUP__34016__0012,34016,OTHER_DISRUPTION,train
INCIDENT__256641-webtirf__34016,GROUP__34016__0013,34016,OTHER_DISRUPTION,train
INCIDENT__221135-webtirf__47024,GROUP__47024__0001,47024,OTHER_DISRUPTION,train
INCIDENT__222700.0-webtirf__47024,GROUP__47024__0002,47024,OTHER_DISRUPTION,train
INCIDENT__223506-webtirf__47024,GROUP__47024__0003,47024,OTHER_DISRUPTION,train
INCIDENT__225126-webtirf__47024,GROUP__47024__0004,47024,OTHER_DISRUPTION,train
INCIDENT__227124-webtirf__47024,GROUP__47024__0005,47024,OTHER_DISRUPTION,validation
INCIDENT__227566-webtirf__47024,GROUP__47024__0006,47024,ACCIDENT,train
INCIDENT__228135-webtirf__47024,GROUP__47024__0007,47024,ACCIDENT,train
INCIDENT__233744-webtirf__47024,GROUP__47024__0008,47024,OTHER_DISRUPTION,test
INCIDENT__237901-webtirf__47024,GROUP__47024__0009,47024,ACCIDENT,train
INCIDENT__238113-webtirf__47024,GROUP__47024__0010,47024,OTHER_DISRUPTION,train
INCIDENT__241030.0-webtirf__47024,GROUP__47024__0011,47024,OTHER_DISRUPTION,train
INCIDENT__242905-webtirf__47024,GROUP__47024__0012,47024,OTHER_DISRUPTION,test
INCIDENT__243286-webtirf__47024,GROUP__47024__0013,47024,OTHER_DISRUPTION,train
INCIDENT__246934-webtirf__47024,GROUP__47024__0014,47024,OTHER_DISRUPTION,train
INCIDENT__248980-webtirf__47024,GROUP__47024__0015,47024,ACCIDENT,validation
INCIDENT__248980.0-webtirf__47024,GROUP__47024__0015,47024,ACCIDENT,validation
INCIDENT__250093-webtirf__47024,GROUP__47024__0016,47024,ACCIDENT,train
INCIDENT__250916-webtirf__47024,GROUP__47024__0017,47024,OTHER_DISRUPTION,test
INCIDENT__254392-webtirf__47024,GROUP__47024__0018,47024,OTHER_DISRUPTION,train
INCIDENT__257292-webtirf__47024,GROUP__47024__0019,47024,OTHER_DISRUPTION,train
INCIDENT__219811-webtirf__50240,GROUP__50240__0001,50240,OTHER_DISRUPTION,train
INCIDENT__220217-webtirf__50240,GROUP__50240__0002,50240,OTHER_DISRUPTION,test
INCIDENT__220489-webtirf__50240,GROUP__50240__0003,50240,OTHER_DISRUPTION,validation
INCIDENT__222574-webtirf__50240,GROUP__50240__0004,50240,OTHER_DISRUPTION,train
INCIDENT__223057-webtirf__50240,GROUP__50240__0005,50240,ACCIDENT,train
INCIDENT__223090.0-webtirf__50240,GROUP__50240__0005,50240,OTHER_DISRUPTION,train
INCIDENT__223489-webtirf__50240,GROUP__50240__0006,50240,ACCIDENT,test
INCIDENT__223583-webtirf__50240,GROUP__50240__0007,50240,OTHER_DISRUPTION,train
INCIDENT__225693-webtirf__50240,GROUP__50240__0008,50240,OTHER_DISRUPTION,train
INCIDENT__226011-webtirf__50240,GROUP__50240__0009,50240,OTHER_DISRUPTION,test
INCIDENT__226884-webtirf__50240,GROUP__50240__0010,50240,ACCIDENT,validation
INCIDENT__227008-webtirf__50240,GROUP__50240__0011,50240,OTHER_DISRUPTION,validation
INCIDENT__227126-webtirf__50240,GROUP__50240__0012,50240,OTHER_DISRUPTION,validation
INCIDENT__227547-webtirf__50240,GROUP__50240__0013,50240,ACCIDENT,train
INCIDENT__227606-webtirf__50240,GROUP__50240__0014,50240,OTHER_DISRUPTION,train
INCIDENT__228549-webtirf__50240,GROUP__50240__0015,50240,ACCIDENT,validation
INCIDENT__229859-webtirf__50240,GROUP__50240__0016,50240,ACCIDENT,train
INCIDENT__230346-webtirf__50240,GROUP__50240__0017,50240,OTHER_DISRUPTION,train
INCIDENT__230884-webtirf__50240,GROUP__50240__0018,50240,OTHER_DISRUPTION,train
INCIDENT__231407-webtirf__50240,GROUP__50240__0019,50240,OTHER_DISRUPTION,train
INCIDENT__231808-webtirf__50240,GROUP__50240__0020,50240,ACCIDENT,train
INCIDENT__232913-webtirf__50240,GROUP__50240__0021,50240,OTHER_DISRUPTION,train
INCIDENT__233165-webtirf__50240,GROUP__50240__0022,50240,ACCIDENT,train
INCIDENT__233406-webtirf__50240,GROUP__50240__0023,50240,OTHER_DISRUPTION,test
INCIDENT__234192-webtirf__50240,GROUP__50240__0024,50240,ACCIDENT,train
INCIDENT__234833-webtirf__50240,GROUP__50240__0025,50240,OTHER_DISRUPTION,test
INCIDENT__236126-webtirf__50240,GROUP__50240__0026,50240,OTHER_DISRUPTION,validation
INCIDENT__239042-webtirf__50240,GROUP__50240__0027,50240,OTHER_DISRUPTION,train
INCIDENT__239574-webtirf__50240,GROUP__50240__0028,50240,ACCIDENT,train
INCIDENT__240322-webtirf__50240,GROUP__50240__0029,50240,OTHER_DISRUPTION,train
INCIDENT__240656-webtirf__50240,GROUP__50240__0030,50240,OTHER_DISRUPTION,train
INCIDENT__241117-webtirf__50240,GROUP__50240__0031,50240,ACCIDENT,train
INCIDENT__241835-webtirf__50240,GROUP__50240__0032,50240,OTHER_DISRUPTION,train
INCIDENT__241879-webtirf__50240,GROUP__50240__0033,50240,ACCIDENT,test
INCIDENT__242161-webtirf__50240,GROUP__50240__0034,50240,ACCIDENT,train
INCIDENT__243623-webtirf__50240,GROUP__50240__0035,50240,OTHER_DISRUPTION,train
INCIDENT__245595-webtirf__50240,GROUP__50240__0036,50240,OTHER_DISRUPTION,train
INCIDENT__247511-webtirf__50240,GROUP__50240__0037,50240,OTHER_DISRUPTION,train
INCIDENT__247978-webtirf__50240,GROUP__50240__0038,50240,OTHER_DISRUPTION,train
INCIDENT__247979-webtirf__50240,GROUP__50240__0038,50240,OTHER_DISRUPTION,train
INCIDENT__248308-webtirf__50240,GROUP__50240__0039,50240,OTHER_DISRUPTION,validation
INCIDENT__250927-webtirf__50240,GROUP__50240__0040,50240,OTHER_DISRUPTION,train
INCIDENT__250941-webtirf__50240,GROUP__50240__0041,50240,ACCIDENT,train
INCIDENT__251582-webtirf__50240,GROUP__50240__0042,50240,OTHER_DISRUPTION,validation
INCIDENT__252780-webtirf__50240,GROUP__50240__0043,50240,OTHER_DISRUPTION,train
INCIDENT__252780.0-webtirf__50240,GROUP__50240__0043,50240,OTHER_DISRUPTION,train
INCIDENT__252963-webtirf__50240,GROUP__50240__0044,50240,OTHER_DISRUPTION,validation
INCIDENT__253176-webtirf__50240,GROUP__50240__0045,50240,OTHER_DISRUPTION,train
INCIDENT__253799-webtirf__50240,GROUP__50240__0046,50240,OTHER_DISRUPTION,test
INCIDENT__255570-webtirf__50240,GROUP__50240__0047,50240,OTHER_DISRUPTION,train
INCIDENT__255570.0-webtirf__50240,GROUP__50240__0047,50240,OTHER_DISRUPTION,train
