event_sample_id,station_id,anchor_time,window_start,window_end,target_class,split_group_id,sample_type,flow_t_minus_3,flow_t_minus_2,flow_t_minus_1,flow_t0,flow_t_plus_1,flow_t_plus_2,flow_t_plus_3,all_zero_flow_window
INCIDENT__256823-webtirf__7119-PR,7119-PR,2025-11-24 22:00:00,2025-11-24 19:00:00,2025-11-25 01:00:00,OTHER_DISRUPTION,GROUP__7119-PR__0015,INCIDENT,31.0,27.0,30.0,22.0,11.0,96.0,62.0,False
INCIDENT__256862-webtirf__10011,10011,2025-11-25 03:00:00,2025-11-25 00:00:00,2025-11-25 06:00:00,OTHER_DISRUPTION,GROUP__10011__0044,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__256862-webtirf__7139,7139,2025-11-25 03:00:00,2025-11-25 00:00:00,2025-11-25 06:00:00,OTHER_DISRUPTION,GROUP__7139__0044,INCIDENT,150.0,102.0,72.0,59.0,171.0,738.0,1768.0,False
INCIDENT__256864-webtirf__23067,23067,2025-11-25 04:00:00,2025-11-25 01:00:00,2025-11-25 07:00:00,ACCIDENT,GROUP__23067__0042,INCIDENT,28.0,34.0,48.0,59.0,103.0,92.0,96.0,False
INCIDENT__256881-webtirf__7132,7132,2025-11-25 04:00:00,2025-11-25 01:00:00,2025-11-25 07:00:00,ACCIDENT,GROUP__7132__0026,INCIDENT,65.0,91.0,141.0,367.0,1298.0,2096.0,2170.0,False
INCIDENT__256897-webtirf__7112,7112,2025-11-25 06:00:00,2025-11-25 03:00:00,2025-11-25 09:00:00,ACCIDENT,GROUP__7112__0067,INCIDENT,31.0,56.0,123.0,266.0,260.0,221.0,241.0,False
INCIDENT__256928-webtirf__F3FWY002,F3FWY002,2025-11-25 16:00:00,2025-11-25 13:00:00,2025-11-25 19:00:00,OTHER_DISRUPTION,GROUP__F3FWY002__0012,INCIDENT,2083.0,2362.0,2545.0,2377.0,2074.0,1483.0,871.0,False
INCIDENT__256929-webtirf__F3FWY004,F3FWY004,2025-11-25 16:00:00,2025-11-25 13:00:00,2025-11-25 19:00:00,OTHER_DISRUPTION,GROUP__F3FWY004__0012,INCIDENT,1871.0,2192.0,2697.0,3155.0,2680.0,1855.0,1157.0,False
INCIDENT__256931-webtirf__9658,9658,2025-11-25 18:00:00,2025-11-25 15:00:00,2025-11-25 21:00:00,OTHER_DISRUPTION,GROUP__9658__0034,INCIDENT,990.0,1117.0,1178.0,1163.0,939.0,722.0,631.0,False
INCIDENT__256936-webtirf__53004,53004,2025-11-25 19:00:00,2025-11-25 16:00:00,2025-11-25 22:00:00,OTHER_DISRUPTION,GROUP__53004__0051,INCIDENT,1259.0,1269.0,1068.0,771.0,624.0,474.0,364.0,False
INCIDENT__256948-webtirf__7163,7163,2025-11-25 20:00:00,2025-11-25 17:00:00,2025-11-25 23:00:00,OTHER_DISRUPTION,GROUP__7163__0045,INCIDENT,68.0,55.0,38.0,30.0,27.0,28.0,27.0,False
INCIDENT__256949-webtirf__7163,7163,2025-11-25 21:00:00,2025-11-25 18:00:00,2025-11-26 00:00:00,OTHER_DISRUPTION,GROUP__7163__0045,INCIDENT,55.0,38.0,30.0,27.0,28.0,27.0,122.0,False
INCIDENT__256962-webtirf__53004,53004,2025-11-25 22:00:00,2025-11-25 19:00:00,2025-11-26 01:00:00,OTHER_DISRUPTION,GROUP__53004__0051,INCIDENT,771.0,624.0,474.0,364.0,178.0,17.0,14.0,False
INCIDENT__257082-webtirf__9658,9658,2025-11-26 05:00:00,2025-11-26 02:00:00,2025-11-26 08:00:00,OTHER_DISRUPTION,GROUP__9658__0035,INCIDENT,30.0,34.0,48.0,110.0,168.0,0.0,118.0,False
INCIDENT__257097-webtirf__7270,7270,2025-11-26 05:00:00,2025-11-26 02:00:00,2025-11-26 08:00:00,ACCIDENT,GROUP__7270__0025,INCIDENT,76.0,111.0,270.0,859.0,1107.0,548.0,722.0,False
INCIDENT__257143-webtirf__7251,7251,2025-11-26 11:00:00,2025-11-26 08:00:00,2025-11-26 14:00:00,ACCIDENT,GROUP__7251__0036,INCIDENT,889.0,679.0,636.0,696.0,795.0,867.0,1034.0,False
INCIDENT__257172-webtirf__7120,7120,2025-11-26 19:00:00,2025-11-26 16:00:00,2025-11-26 22:00:00,ACCIDENT,GROUP__7120__0069,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__257172-webtirf__7121,7121,2025-11-26 19:00:00,2025-11-26 16:00:00,2025-11-26 22:00:00,ACCIDENT,GROUP__7121__0069,INCIDENT,635.0,428.0,494.0,376.0,345.0,345.0,306.0,False
INCIDENT__257241-webtirf__7162,7162,2025-11-27 03:00:00,2025-11-27 00:00:00,2025-11-27 06:00:00,ACCIDENT,GROUP__7162__0003,INCIDENT,6.0,4.0,4.0,11.0,37.0,95.0,92.0,False
INCIDENT__257275-webtirf__10011,10011,2025-11-27 05:00:00,2025-11-27 02:00:00,2025-11-27 08:00:00,OTHER_DISRUPTION,GROUP__10011__0045,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__257275-webtirf__7139,7139,2025-11-27 05:00:00,2025-11-27 02:00:00,2025-11-27 08:00:00,OTHER_DISRUPTION,GROUP__7139__0045,INCIDENT,20.0,14.0,19.0,81.0,202.0,256.0,282.0,False
INCIDENT__257292-webtirf__47024,47024,2025-11-27 07:00:00,2025-11-27 04:00:00,2025-11-27 10:00:00,OTHER_DISRUPTION,GROUP__47024__0019,INCIDENT,114.0,200.0,239.0,262.0,254.0,260.0,263.0,False
INCIDENT__257294-webtirf__10011,10011,2025-11-27 07:00:00,2025-11-27 04:00:00,2025-11-27 10:00:00,OTHER_DISRUPTION,GROUP__10011__0045,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__257294-webtirf__7139,7139,2025-11-27 07:00:00,2025-11-27 04:00:00,2025-11-27 10:00:00,OTHER_DISRUPTION,GROUP__7139__0045,INCIDENT,19.0,81.0,202.0,256.0,282.0,357.0,424.0,False
INCIDENT__257352-webtirf__7161,7161,2025-11-27 22:00:00,2025-11-27 19:00:00,2025-11-28 01:00:00,OTHER_DISRUPTION,GROUP__7161__0030,INCIDENT,89.0,70.0,48.0,38.0,27.0,13.0,14.0,False
INCIDENT__257371-webtirf__T0288,T0288,2025-11-28 00:00:00,2025-11-27 21:00:00,2025-11-28 03:00:00,OTHER_DISRUPTION,GROUP__T0288__0016,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__257371-webtirf__T0289,T0289,2025-11-28 00:00:00,2025-11-27 21:00:00,2025-11-28 03:00:00,OTHER_DISRUPTION,GROUP__T0289__0016,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__257371-webtirf__T0290,T0290,2025-11-28 00:00:00,2025-11-27 21:00:00,2025-11-28 03:00:00,OTHER_DISRUPTION,GROUP__T0290__0016,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False
INCIDENT__257371-webtirf__T0479-PR,T0479-PR,2025-11-28 00:00:00,2025-11-27 21:00:00,2025-11-28 03:00:00,OTHER_DISRUPTION,GROUP__T0479-PR__0016,INCIDENT,0.0,0.0,0.0,151.0,109.0,123.0,243.0,False
INCIDENT__257386-webtirf__7274,7274,2025-11-28 00:00:00,2025-11-27 21:00:00,2025-11-28 03:00:00,ACCIDENT,GROUP__7274__0028,INCIDENT,624.0,461.0,227.0,132.0,77.0,84.0,106.0,False
INCIDENT__257416-webtirf__33014,33014,2025-11-28 02:00:00,2025-11-27 23:00:00,2025-11-28 05:00:00,OTHER_DISRUPTION,GROUP__33014__0054,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__257465-webtirf__74230,74230,2025-11-28 05:00:00,2025-11-28 02:00:00,2025-11-28 08:00:00,OTHER_DISRUPTION,GROUP__74230__0025,INCIDENT,28.0,66.0,154.0,199.0,432.0,495.0,393.0,False
INCIDENT__257484-webtirf__7161,7161,2025-11-28 07:00:00,2025-11-28 04:00:00,2025-11-28 10:00:00,OTHER_DISRUPTION,GROUP__7161__0031,INCIDENT,46.0,95.0,142.0,135.0,121.0,136.0,126.0,False
INCIDENT__257486-webtirf__7126,7126,2025-11-28 07:00:00,2025-11-28 04:00:00,2025-11-28 10:00:00,ACCIDENT,GROUP__7126__0019,INCIDENT,75.0,221.0,356.0,532.0,646.0,570.0,713.0,False
INCIDENT__257507-webtirf__7120,7120,2025-11-28 15:00:00,2025-11-28 12:00:00,2025-11-28 18:00:00,OTHER_DISRUPTION,GROUP__7120__0070,INCIDENT,50.0,49.0,48.0,49.0,47.0,33.0,31.0,False
INCIDENT__257507-webtirf__7121,7121,2025-11-28 15:00:00,2025-11-28 12:00:00,2025-11-28 18:00:00,OTHER_DISRUPTION,GROUP__7121__0070,INCIDENT,436.0,500.0,484.0,460.0,487.0,547.0,472.0,False
INCIDENT__257511-webtirf__7112,7112,2025-11-28 19:00:00,2025-11-28 16:00:00,2025-11-28 22:00:00,OTHER_DISRUPTION,GROUP__7112__0068,INCIDENT,125.0,112.0,101.0,82.0,46.0,46.0,32.0,False
INCIDENT__257570-webtirf__33014,33014,2025-11-29 02:00:00,2025-11-28 23:00:00,2025-11-29 05:00:00,OTHER_DISRUPTION,GROUP__33014__0055,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__257578-webtirf__7179,7179,2025-11-29 04:00:00,2025-11-29 01:00:00,2025-11-29 07:00:00,OTHER_DISRUPTION,GROUP__7179__0094,INCIDENT,46.0,37.0,37.0,59.0,112.0,187.0,196.0,False
INCIDENT__257591-webtirf__7179,7179,2025-11-29 06:00:00,2025-11-29 03:00:00,2025-11-29 09:00:00,OTHER_DISRUPTION,GROUP__7179__0094,INCIDENT,37.0,59.0,112.0,187.0,196.0,229.0,259.0,False
INCIDENT__257614-webtirf__7248,7248,2025-11-29 17:00:00,2025-11-29 14:00:00,2025-11-29 20:00:00,ACCIDENT,GROUP__7248__0043,INCIDENT,79.0,104.0,100.0,118.0,107.0,81.0,69.0,False
INCIDENT__257657-webtirf__9658,9658,2025-11-30 06:00:00,2025-11-30 03:00:00,2025-11-30 09:00:00,OTHER_DISRUPTION,GROUP__9658__0036,INCIDENT,167.0,136.0,184.0,371.0,638.0,841.0,1276.0,False
INCIDENT__257658-webtirf__7132,7132,2025-11-30 06:00:00,2025-11-30 03:00:00,2025-11-30 09:00:00,OTHER_DISRUPTION,GROUP__7132__0027,INCIDENT,11.0,12.0,24.0,22.0,31.0,39.0,29.0,False
INCIDENT__257675-webtirf__7270,7270,2025-11-30 14:00:00,2025-11-30 11:00:00,2025-11-30 17:00:00,ACCIDENT,GROUP__7270__0026,INCIDENT,1576.0,1912.0,1721.0,1520.0,1723.0,1724.0,1387.0,False
INCIDENT__257676-webtirf__29005,29005,2025-11-30 15:00:00,2025-11-30 12:00:00,2025-11-30 18:00:00,ACCIDENT,GROUP__29005__0028,INCIDENT,3191.0,3234.0,3373.0,3444.0,3070.0,0.0,2628.0,False
INCIDENT__257678-webtirf__F3FWY004,F3FWY004,2025-11-30 16:00:00,2025-11-30 13:00:00,2025-11-30 19:00:00,OTHER_DISRUPTION,GROUP__F3FWY004__0013,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__257681-webtirf__7270,7270,2025-11-30 17:00:00,2025-11-30 14:00:00,2025-11-30 20:00:00,ACCIDENT,GROUP__7270__0026,INCIDENT,1520.0,1723.0,1724.0,1387.0,1184.0,1134.0,937.0,False
INCIDENT__257685-webtirf__74230,74230,2025-11-30 19:00:00,2025-11-30 16:00:00,2025-11-30 22:00:00,OTHER_DISRUPTION,GROUP__74230__0026,INCIDENT,64.0,49.0,44.0,32.0,22.0,33.0,16.0,False
INCIDENT__257686-webtirf__50240,50240,2025-11-30 19:00:00,2025-11-30 16:00:00,2025-11-30 22:00:00,OTHER_DISRUPTION,GROUP__50240__0051,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__257696-webtirf__51235,51235,2025-11-30 21:00:00,2025-11-30 18:00:00,2025-12-01 00:00:00,ACCIDENT,GROUP__51235__0049,INCIDENT,1346.0,1089.0,1029.0,991.0,664.0,338.0,14.0,False
INCIDENT__257907-webtirf__7123-PR,7123-PR,2025-12-02 08:00:00,2025-12-02 05:00:00,2025-12-02 11:00:00,OTHER_DISRUPTION,GROUP__7123-PR__0005,INCIDENT,169.0,365.0,544.0,697.0,636.0,608.0,601.0,False
INCIDENT__257922-webtirf__7168,7168,2025-12-02 20:00:00,2025-12-02 17:00:00,2025-12-02 23:00:00,ACCIDENT,GROUP__7168__0021,INCIDENT,102.0,95.0,55.0,40.0,27.0,30.0,16.0,False
INCIDENT__257980-webtirf__7270,7270,2025-12-03 03:00:00,2025-12-03 00:00:00,2025-12-03 06:00:00,ACCIDENT,GROUP__7270__0027,INCIDENT,197.0,103.0,74.0,129.0,351.0,1232.0,1670.0,False
INCIDENT__258003-webtirf__53004,53004,2025-12-03 05:00:00,2025-12-03 02:00:00,2025-12-03 08:00:00,OTHER_DISRUPTION,GROUP__53004__0052,INCIDENT,18.0,32.0,29.0,46.0,57.0,85.0,75.0,False
INCIDENT__258007-webtirf__7184,7184,2025-12-03 05:00:00,2025-12-03 02:00:00,2025-12-03 08:00:00,ACCIDENT,GROUP__7184__0037,INCIDENT,75.0,117.0,214.0,856.0,1892.0,2505.0,2188.0,False
INCIDENT__258010-webtirf__7168,7168,2025-12-03 05:00:00,2025-12-03 02:00:00,2025-12-03 08:00:00,OTHER_DISRUPTION,GROUP__7168__0022,INCIDENT,28.0,49.0,110.0,216.0,453.0,464.0,445.0,False
INCIDENT__258032-webtirf__7179,7179,2025-12-03 11:00:00,2025-12-03 08:00:00,2025-12-03 14:00:00,OTHER_DISRUPTION,GROUP__7179__0095,INCIDENT,351.0,418.0,464.0,507.0,505.0,482.0,522.0,False
INCIDENT__258041-webtirf__7179,7179,2025-12-03 13:00:00,2025-12-03 10:00:00,2025-12-03 16:00:00,OTHER_DISRUPTION,GROUP__7179__0095,INCIDENT,464.0,507.0,505.0,482.0,522.0,464.0,407.0,False
INCIDENT__258057-webtirf__7112,7112,2025-12-03 21:00:00,2025-12-03 18:00:00,2025-12-04 00:00:00,OTHER_DISRUPTION,GROUP__7112__0069,INCIDENT,81.0,68.0,38.0,42.0,28.0,24.0,18.0,False
INCIDENT__258082-webtirf__7168,7168,2025-12-04 01:00:00,2025-12-03 22:00:00,2025-12-04 04:00:00,OTHER_DISRUPTION,GROUP__7168__0023,INCIDENT,176.0,136.0,17.0,13.0,17.0,17.0,23.0,False
INCIDENT__258119-webtirf__T0288,T0288,2025-12-04 06:00:00,2025-12-04 03:00:00,2025-12-04 09:00:00,OTHER_DISRUPTION,GROUP__T0288__0017,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__258119-webtirf__T0289,T0289,2025-12-04 06:00:00,2025-12-04 03:00:00,2025-12-04 09:00:00,OTHER_DISRUPTION,GROUP__T0289__0017,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__258119-webtirf__T0290,T0290,2025-12-04 06:00:00,2025-12-04 03:00:00,2025-12-04 09:00:00,OTHER_DISRUPTION,GROUP__T0290__0017,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__258119-webtirf__T0479-PR,T0479-PR,2025-12-04 06:00:00,2025-12-04 03:00:00,2025-12-04 09:00:00,OTHER_DISRUPTION,GROUP__T0479-PR__0017,INCIDENT,29.0,99.0,336.0,387.0,229.0,224.0,218.0,False
INCIDENT__258139-webtirf__7184,7184,2025-12-04 07:00:00,2025-12-04 04:00:00,2025-12-04 10:00:00,ACCIDENT,GROUP__7184__0038,INCIDENT,64.0,135.0,293.0,239.0,228.0,268.0,312.0,False
INCIDENT__258140-webtirf__50240,50240,2025-12-04 08:00:00,2025-12-04 05:00:00,2025-12-04 11:00:00,ACCIDENT,GROUP__50240__0052,INCIDENT,2098.0,2591.0,2540.0,2391.0,2162.0,1853.0,1750.0,False
INCIDENT__258186-webtirf__7153,7153,2025-12-04 21:00:00,2025-12-04 18:00:00,2025-12-05 00:00:00,OTHER_DISRUPTION,GROUP__7153__0025,INCIDENT,115.0,90.0,76.0,51.0,38.0,42.0,143.0,False
INCIDENT__258226-webtirf__23067,23067,2025-12-05 01:00:00,2025-12-04 22:00:00,2025-12-05 04:00:00,OTHER_DISRUPTION,GROUP__23067__0043,INCIDENT,49.0,42.0,34.0,65.0,221.0,450.0,680.0,False
INCIDENT__258248-webtirf__50240,50240,2025-12-05 03:00:00,2025-12-05 00:00:00,2025-12-05 06:00:00,OTHER_DISRUPTION,GROUP__50240__0053,INCIDENT,80.0,73.0,58.0,102.0,185.0,390.0,555.0,False
INCIDENT__258277-webtirf__7120,7120,2025-12-05 07:00:00,2025-12-05 04:00:00,2025-12-05 10:00:00,OTHER_DISRUPTION,GROUP__7120__0071,INCIDENT,221.0,638.0,770.0,714.0,634.0,578.0,643.0,False
INCIDENT__258277-webtirf__7121,7121,2025-12-05 07:00:00,2025-12-05 04:00:00,2025-12-05 10:00:00,OTHER_DISRUPTION,GROUP__7121__0071,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__258283-webtirf__53004,53004,2025-12-05 08:00:00,2025-12-05 05:00:00,2025-12-05 11:00:00,OTHER_DISRUPTION,GROUP__53004__0053,INCIDENT,94.0,261.0,187.0,129.0,164.0,154.0,138.0,False
INCIDENT__258284-webtirf__7179,7179,2025-12-05 09:00:00,2025-12-05 06:00:00,2025-12-05 12:00:00,OTHER_DISRUPTION,GROUP__7179__0096,INCIDENT,1267.0,1619.0,1567.0,1522.0,1435.0,1540.0,1579.0,False
INCIDENT__258333-webtirf__57025,57025,2025-12-06 02:00:00,2025-12-05 23:00:00,2025-12-06 05:00:00,OTHER_DISRUPTION,GROUP__57025__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__258387-webtirf__7251,7251,2025-12-06 16:00:00,2025-12-06 13:00:00,2025-12-06 19:00:00,OTHER_DISRUPTION,GROUP__7251__0037,INCIDENT,1059.0,982.0,1024.0,926.0,954.0,855.0,845.0,False
INCIDENT__258391-webtirf__7112,7112,2025-12-06 22:00:00,2025-12-06 19:00:00,2025-12-07 01:00:00,OTHER_DISRUPTION,GROUP__7112__0070,INCIDENT,39.0,34.0,27.0,37.0,17.0,20.0,9.0,False
INCIDENT__258422-webtirf__23067,23067,2025-12-07 07:00:00,2025-12-07 04:00:00,2025-12-07 10:00:00,OTHER_DISRUPTION,GROUP__23067__0044,INCIDENT,1162.0,1282.0,1574.0,1685.0,1741.0,1496.0,1498.0,False
INCIDENT__258484-webtirf__7248,7248,2025-12-08 02:00:00,2025-12-07 23:00:00,2025-12-08 05:00:00,OTHER_DISRUPTION,GROUP__7248__0044,INCIDENT,343.0,218.0,147.0,105.0,135.0,417.0,1182.0,False
INCIDENT__258489-webtirf__68025,68025,2025-12-08 03:00:00,2025-12-08 00:00:00,2025-12-08 06:00:00,ACCIDENT,GROUP__68025__0049,INCIDENT,102.0,78.0,48.0,61.0,144.0,475.0,949.0,False
INCIDENT__258489-webtirf__7119-PR,7119-PR,2025-12-08 03:00:00,2025-12-08 00:00:00,2025-12-08 06:00:00,ACCIDENT,GROUP__7119-PR__0016,INCIDENT,116.0,76.0,49.0,51.0,109.0,228.0,458.0,False
INCIDENT__258505-webtirf__7179,7179,2025-12-08 04:00:00,2025-12-08 01:00:00,2025-12-08 07:00:00,OTHER_DISRUPTION,GROUP__7179__0097,INCIDENT,38.0,33.0,64.0,107.0,219.0,307.0,355.0,False
INCIDENT__258513-webtirf__50240,50240,2025-12-08 05:00:00,2025-12-08 02:00:00,2025-12-08 08:00:00,ACCIDENT,GROUP__50240__0054,INCIDENT,44.0,91.0,162.0,378.0,537.0,432.0,335.0,False
INCIDENT__258519-webtirf__74229,74229,2025-12-08 06:00:00,2025-12-08 03:00:00,2025-12-08 09:00:00,OTHER_DISRUPTION,GROUP__74229__0009,INCIDENT,12.0,48.0,147.0,109.0,82.0,98.0,91.0,False
INCIDENT__258522-webtirf__7161,7161,2025-12-08 07:00:00,2025-12-08 04:00:00,2025-12-08 10:00:00,ACCIDENT,GROUP__7161__0032,INCIDENT,45.0,94.0,142.0,154.0,125.0,136.0,158.0,False
INCIDENT__258534-webtirf__7248,7248,2025-12-08 11:00:00,2025-12-08 08:00:00,2025-12-08 14:00:00,OTHER_DISRUPTION,GROUP__7248__0045,INCIDENT,1238.0,1038.0,969.0,926.0,914.0,887.0,802.0,False
INCIDENT__258598-webtirf__7120,7120,2025-12-09 03:00:00,2025-12-09 00:00:00,2025-12-09 06:00:00,OTHER_DISRUPTION,GROUP__7120__0072,INCIDENT,8.0,9.0,10.0,14.0,20.0,67.0,108.0,False
INCIDENT__258598-webtirf__7121,7121,2025-12-09 03:00:00,2025-12-09 00:00:00,2025-12-09 06:00:00,OTHER_DISRUPTION,GROUP__7121__0072,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__258628-webtirf__7119-PR,7119-PR,2025-12-09 06:00:00,2025-12-09 03:00:00,2025-12-09 09:00:00,OTHER_DISRUPTION,GROUP__7119-PR__0017,INCIDENT,4.0,11.0,48.0,90.0,106.0,117.0,101.0,False
INCIDENT__258657-webtirf__7168,7168,2025-12-09 18:00:00,2025-12-09 15:00:00,2025-12-09 21:00:00,OTHER_DISRUPTION,GROUP__7168__0024,INCIDENT,114.0,95.0,77.0,64.0,43.0,20.0,33.0,False
INCIDENT__258665-webtirf__7179,7179,2025-12-09 21:00:00,2025-12-09 18:00:00,2025-12-10 00:00:00,ACCIDENT,GROUP__7179__0098,INCIDENT,1915.0,1446.0,1251.0,1313.0,1046.0,690.0,58.0,False
INCIDENT__258674-webtirf__F3FWY003,F3FWY003,2025-12-09 23:00:00,2025-12-09 20:00:00,2025-12-10 02:00:00,OTHER_DISRUPTION,GROUP__F3FWY003__0048,INCIDENT,237.0,162.0,186.0,126.0,111.0,114.0,117.0,False
INCIDENT__258700-webtirf__7112,7112,2025-12-10 01:00:00,2025-12-09 22:00:00,2025-12-10 04:00:00,OTHER_DISRUPTION,GROUP__7112__0071,INCIDENT,561.0,283.0,15.0,25.0,37.0,30.0,69.0,False
INCIDENT__258710-webtirf__7251,7251,2025-12-10 02:00:00,2025-12-09 23:00:00,2025-12-10 05:00:00,OTHER_DISRUPTION,GROUP__7251__0038,INCIDENT,499.0,22.0,26.0,25.0,22.0,24.0,58.0,False
INCIDENT__258760-webtirf__33014,33014,2025-12-10 06:00:00,2025-12-10 03:00:00,2025-12-10 09:00:00,OTHER_DISRUPTION,GROUP__33014__0056,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__258767-webtirf__53004,53004,2025-12-10 08:00:00,2025-12-10 05:00:00,2025-12-10 11:00:00,OTHER_DISRUPTION,GROUP__53004__0054,INCIDENT,251.0,598.0,902.0,1130.0,1128.0,1121.0,1330.0,False
INCIDENT__258782-webtirf__53003,53003,2025-12-10 18:00:00,2025-12-10 15:00:00,2025-12-10 21:00:00,OTHER_DISRUPTION,GROUP__53003__0017,INCIDENT,170.0,149.0,109.0,97.0,64.0,53.0,34.0,False
INCIDENT__258786-webtirf__F3FWY004,F3FWY004,2025-12-10 19:00:00,2025-12-10 16:00:00,2025-12-10 22:00:00,ACCIDENT,GROUP__F3FWY004__0014,INCIDENT,654.0,496.0,417.0,344.0,263.0,228.0,217.0,False
INCIDENT__258825-webtirf__F3FWY001,F3FWY001,2025-12-11 00:00:00,2025-12-10 21:00:00,2025-12-11 03:00:00,OTHER_DISRUPTION,GROUP__F3FWY001__0011,INCIDENT,1036.0,745.0,847.0,152.0,144.0,132.0,169.0,False
INCIDENT__258827-webtirf__7179,7179,2025-12-11 01:00:00,2025-12-10 22:00:00,2025-12-11 04:00:00,ACCIDENT,GROUP__7179__0099,INCIDENT,92.0,81.0,57.0,58.0,55.0,81.0,95.0,False
INCIDENT__258841-webtirf__F3FWY005,F3FWY005,2025-12-11 03:00:00,2025-12-11 00:00:00,2025-12-11 06:00:00,OTHER_DISRUPTION,GROUP__F3FWY005__0007,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__258879-webtirf__9827,9827,2025-12-11 14:00:00,2025-12-11 11:00:00,2025-12-11 17:00:00,OTHER_DISRUPTION,GROUP__9827__0005,INCIDENT,159.0,146.0,135.0,118.0,169.0,128.0,96.0,False
INCIDENT__258920-webtirf__F3FWY003,F3FWY003,2025-12-11 22:00:00,2025-12-11 19:00:00,2025-12-12 01:00:00,OTHER_DISRUPTION,GROUP__F3FWY003__0049,INCIDENT,1025.0,687.0,562.0,331.0,201.0,107.0,103.0,False
INCIDENT__258927-webtirf__74228,74228,2025-12-11 23:00:00,2025-12-11 20:00:00,2025-12-12 02:00:00,OTHER_DISRUPTION,GROUP__74228__0009,INCIDENT,29.0,19.0,10.0,12.0,146.0,51.0,16.0,False
INCIDENT__258962-webtirf__50250,50250,2025-12-12 01:00:00,2025-12-11 22:00:00,2025-12-12 04:00:00,ACCIDENT,GROUP__50250__0007,INCIDENT,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False
INCIDENT__259086-webtirf__23067,23067,2025-12-12 05:00:00,2025-12-12 02:00:00,2025-12-12 08:00:00,OTHER_DISRUPTION,GROUP__23067__0045,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__259126-webtirf__10011,10011,2025-12-12 16:00:00,2025-12-12 13:00:00,2025-12-12 19:00:00,OTHER_DISRUPTION,GROUP__10011__0046,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__259126-webtirf__7139,7139,2025-12-12 16:00:00,2025-12-12 13:00:00,2025-12-12 19:00:00,OTHER_DISRUPTION,GROUP__7139__0046,INCIDENT,373.0,398.0,399.0,274.0,213.0,163.0,99.0,False
INCIDENT__259131-webtirf__7120,7120,2025-12-12 20:00:00,2025-12-12 17:00:00,2025-12-12 23:00:00,ACCIDENT,GROUP__7120__0073,INCIDENT,576.0,735.0,679.0,617.0,642.0,627.0,477.0,False
INCIDENT__259131-webtirf__7121,7121,2025-12-12 20:00:00,2025-12-12 17:00:00,2025-12-12 23:00:00,ACCIDENT,GROUP__7121__0073,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__259147-webtirf__7126,7126,2025-12-13 02:00:00,2025-12-12 23:00:00,2025-12-13 05:00:00,ACCIDENT,GROUP__7126__0020,INCIDENT,134.0,10.0,5.0,1.0,0.0,7.0,26.0,False
INCIDENT__259179-webtirf__7120,7120,2025-12-13 15:00:00,2025-12-13 12:00:00,2025-12-13 18:00:00,OTHER_DISRUPTION,GROUP__7120__0074,INCIDENT,531.0,552.0,477.0,527.0,529.0,539.0,539.0,False
INCIDENT__259179-webtirf__7121,7121,2025-12-13 15:00:00,2025-12-13 12:00:00,2025-12-13 18:00:00,OTHER_DISRUPTION,GROUP__7121__0074,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__259184-webtirf__7179,7179,2025-12-13 15:00:00,2025-12-13 12:00:00,2025-12-13 18:00:00,ACCIDENT,GROUP__7179__0100,INCIDENT,1998.0,1919.0,1973.0,2040.0,1984.0,2094.0,1877.0,False
